sim_time,phase_index,phase_state,total_queue_length,max_queue_length,vehicle_count,avg_waiting_time,queue_north_to_center_0,queue_north_to_center_1,queue_east_to_center_0,queue_east_to_center_1,queue_south_to_center_0,queue_south_to_center_1,queue_west_to_center_0,queue_west_to_center_1,llm_action,llm_duration
0,0,GGGgGGGgrrrrrrrr,0,0,3,0.0,0,0,0,0,0,0,0,0,,
1,0,GGGgGGGgrrrrrrrr,0,0,3,0.0,0,0,0,0,0,0,0,0,,
2,0,GGGgGGGgrrrrrrrr,0,0,5,0.0,0,0,0,0,0,0,0,0,,
3,0,GGGgGGGgrrrrrrrr,0,0,7,0.0,0,0,0,0,0,0,0,0,,
4,0,GGGgGGGgrrrrrrrr,0,0,8,0.0,0,0,0,0,0,0,0,0,,
5,0,GGGgGGGgrrrrrrrr,0,0,10,0.0,0,0,0,0,0,0,0,0,,
6,0,GGGgGGGgrrrrrrrr,0,0,11,0.0,0,0,0,0,0,0,0,0,,
7,0,GGGgGGGgrrrrrrrr,0,0,13,0.0,0,0,0,0,0,0,0,0,,
8,0,GGGgGGGgrrrrrrrr,0,0,13,0.0,0,0,0,0,0,0,0,0,,
9,0,GGGgGGGgrrrrrrrr,0,0,14,0.0,0,0,0,0,0,0,0,0,,
10,0,GGGgGGGgrrrrrrrr,0,0,15,0.0,0,0,0,0,0,0,0,0,switch,20
11,1,yyyyyyyyrrrrrrrr,0,0,16,0.0,0,0,0,0,0,0,0,0,,
12,1,yyyyyyyyrrrrrrrr,0,0,17,0.0,0,0,0,0,0,0,0,0,,
13,1,yyyyyyyyrrrrrrrr,0,0,18,0.0,0,0,0,0,0,0,0,0,,
14,1,yyyyyyyyrrrrrrrr,0,0,18,0.0,0,0,0,0,0,0,0,0,,
15,2,rrrrrrrrGGGgGGGg,0,0,20,0.0,0,0,0,0,0,0,0,0,,
16,2,rrrrrrrrGGGgGGGg,0,0,21,0.0,0,0,0,0,0,0,0,0,,
17,2,rrrrrrrrGGGgGGGg,0,0,23,0.0,0,0,0,0,0,0,0,0,,
18,2,rrrrrrrrGGGgGGGg,0,0,26,0.0,0,0,0,0,0,0,0,0,,
19,2,rrrrrrrrGGGgGGGg,0,0,27,0.0,0,0,0,0,0,0,0,0,,
20,2,rrrrrrrrGGGgGGGg,1,1,31,0.03,0,0,1,0,0,0,0,0,switch,20
21,3,rrrrrrrryyyyyyyy,1,1,32,0.06,0,0,1,0,0,0,0,0,,
22,3,rrrrrrrryyyyyyyy,1,1,35,0.09,0,0,1,0,0,0,0,0,,
23,3,rrrrrrrryyyyyyyy,2,1,36,0.14,1,0,1,0,0,0,0,0,,
24,3,rrrrrrrryyyyyyyy,2,1,37,0.19,1,0,1,0,0,0,0,0,,
25,0,GGGgGGGgrrrrrrrr,1,1,38,0.03,0,0,0,0,0,0,0,1,,
26,0,GGGgGGGgrrrrrrrr,1,1,42,0.07,0,0,0,0,0,0,0,1,,
27,0,GGGgGGGgrrrrrrrr,1,1,42,0.14,0,0,0,0,0,0,0,1,,
28,0,GGGgGGGgrrrrrrrr,3,1,44,0.23,1,1,0,0,0,0,0,1,,
29,0,GGGgGGGgrrrrrrrr,2,1,44,0.3,1,0,0,0,0,0,0,1,,
30,0,GGGgGGGgrrrrrrrr,5,1,46,0.33,1,0,0,0,1,1,1,1,switch,20
31,1,yyyyyyyyrrrrrrrr,5,1,49,0.29,0,1,0,0,1,1,1,1,,
32,1,yyyyyyyyrrrrrrrr,5,1,49,0.39,0,1,0,0,1,1,1,1,,
33,1,yyyyyyyyrrrrrrrr,7,2,51,0.51,0,2,0,0,1,1,2,1,,
34,1,yyyyyyyyrrrrrrrr,8,2,53,0.64,1,2,0,0,1,1,2,1,,
35,2,rrrrrrrrGGGgGGGg,4,2,54,0.24,1,2,0,0,0,0,1,0,,
36,2,rrrrrrrrGGGgGGGg,4,2,54,0.26,1,2,0,1,0,0,0,0,,
37,2,rrrrrrrrGGGgGGGg,5,2,56,0.34,2,2,0,1,0,0,0,0,,
38,2,rrrrrrrrGGGgGGGg,6,3,57,0.46,3,2,0,1,0,0,0,0,,
39,2,rrrrrrrrGGGgGGGg,6,3,58,0.57,3,2,0,1,0,0,0,0,,
40,2,rrrrrrrrGGGgGGGg,7,3,58,0.71,3,2,0,1,0,1,0,0,switch,25
41,3,rrrrrrrryyyyyyyy,10,4,58,0.83,4,3,0,1,0,2,0,0,,
42,3,rrrrrrrryyyyyyyy,11,5,60,0.95,5,3,0,1,0,2,0,0,,
43,3,rrrrrrrryyyyyyyy,11,5,60,1.1,5,4,0,1,0,1,0,0,,
44,3,rrrrrrrryyyyyyyy,12,6,60,1.27,6,4,0,1,0,0,1,0,,
45,0,GGGgGGGgrrrrrrrr,10,5,60,0.87,5,4,0,0,0,0,1,0,,
46,0,GGGgGGGgrrrrrrrr,11,5,60,0.68,5,3,0,0,1,1,1,0,,
47,0,GGGgGGGgrrrrrrrr,12,4,61,0.62,3,4,0,0,2,1,2,0,,
48,0,GGGgGGGgrrrrrrrr,12,3,62,0.58,2,2,0,0,3,2,3,0,,
49,0,GGGgGGGgrrrrrrrr,13,4,63,0.62,1,1,0,0,3,3,4,1,,
50,0,GGGgGGGgrrrrrrrr,12,4,65,0.68,0,1,0,0,3,3,4,1,switch,25
51,1,yyyyyyyyrrrrrrrr,15,4,66,0.91,0,1,0,1,4,4,4,1,,
52,1,yyyyyyyyrrrrrrrr,19,5,63,1.29,1,2,0,1,4,4,5,2,,
53,1,yyyyyyyyrrrrrrrr,21,5,64,1.56,1,2,1,1,4,4,5,3,,
54,1,yyyyyyyyrrrrrrrr,23,5,65,1.88,0,2,1,1,5,5,5,4,,
55,2,rrrrrrrrGGGgGGGg,20,4,66,1.64,0,3,1,1,4,4,4,3,,
56,2,rrrrrrrrGGGgGGGg,18,4,67,1.45,0,4,1,1,3,3,3,3,,
57,2,rrrrrrrrGGGgGGGg,16,4,67,1.25,0,4,1,1,3,3,2,2,,
58,2,rrrrrrrrGGGgGGGg,18,5,68,1.12,1,5,1,2,4,2,2,1,,
59,2,rrrrrrrrGGGgGGGg,14,5,68,1.04,1,5,1,2,3,1,1,0,,
60,2,rrrrrrrrGGGgGGGg,16,6,68,1.21,2,6,2,2,4,0,0,0,switch,25
61,3,rrrrrrrryyyyyyyy,16,6,69,1.43,2,6,2,2,4,0,0,0,,
62,3,rrrrrrrryyyyyyyy,20,7,69,1.51,3,7,2,3,4,1,0,0,,
63,3,rrrrrrrryyyyyyyy,22,7,68,1.85,3,7,2,3,5,1,1,0,,
64,3,rrrrrrrryyyyyyyy,25,8,69,2.19,4,8,2,3,6,0,2,0,,
65,0,GGGgGGGgrrrrrrrr,25,9,69,2.26,3,9,2,2,6,0,2,1,,
66,0,GGGgGGGgrrrrrrrr,25,9,71,2.3,3,9,1,2,7,0,2,1,,
67,0,GGGgGGGgrrrrrrrr,26,10,71,2.48,3,10,1,1,7,0,3,1,,
68,0,GGGgGGGgrrrrrrrr,26,10,70,2.56,2,10,0,0,7,1,4,2,,
69,0,GGGgGGGgrrrrrrrr,29,10,72,2.85,2,10,0,0,8,2,4,3,,
